"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2021 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of Citable OA
"Wiley Interdisciplinary Reviews-Computational Molecular Science","WIRES COMPUT MOL SCI","WILEY","1759-0876","1759-0884","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","9,679","11.5","Q1","2.78","17.24"%,
"AMERICAN ECONOMIC REVIEW","AM ECON REV","AMER ECONOMIC ASSOC","0002-8282","1944-7981","ECONOMICS","SSCI","76,487","11.49","Q1","3.9","0"%,
"IEEE Transactions on Systems Man Cybernetics-Systems","IEEE T SYST MAN CY-S","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2216","2168-2232","AUTOMATION & CONTROL SYSTEMS","SCIE","26,377","11.471","Q1","2.46","2.02"%,
"IEEE Transactions on Systems Man Cybernetics-Systems","IEEE T SYST MAN CY-S","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2216","2168-2232","COMPUTER SCIENCE, CYBERNETICS","SCIE","26,377","11.471","Q1","2.46","2.02"%,
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","ELSEVIER","0168-3659","1873-4995","CHEMISTRY, MULTIDISCIPLINARY","SCIE","67,680","11.467","Q1","2","9.89"%,
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","ELSEVIER","0168-3659","1873-4995","PHARMACOLOGY & PHARMACY","SCIE","67,680","11.467","Q1","2","9.89"%,
"Biochar","BIOCHAR","SPRINGER SINGAPORE PTE LTD","2524-7972","2524-7867","ENVIRONMENTAL SCIENCES","SCIE","851","11.452","Q1","1.25","23.48"%,
"Biochar","BIOCHAR","SPRINGER SINGAPORE PTE LTD","2524-7972","2524-7867","SOIL SCIENCE","SCIE","851","11.452","Q1","1.25","23.48"%,
"APPLIED ENERGY","APPL ENERG","ELSEVIER SCI LTD","0306-2619","1872-9118","ENERGY & FUELS","SCIE","151,155","11.446","Q1","1.67","10.51"%,
"APPLIED ENERGY","APPL ENERG","ELSEVIER SCI LTD","0306-2619","1872-9118","ENGINEERING, CHEMICAL","SCIE","151,155","11.446","Q1","1.67","10.51"%,
"DRUGS","DRUGS","ADIS INT LTD","0012-6667","1179-1950","PHARMACOLOGY & PHARMACY","SCIE","18,328","11.431","Q1","2.24","24.16"%,
"DRUGS","DRUGS","ADIS INT LTD","0012-6667","1179-1950","TOXICOLOGY","SCIE","18,328","11.431","Q1","2.24","24.16"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","ELSEVIER","0304-419X","1879-2561","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","8,255","11.414","Q1","1.21","17.63"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","ELSEVIER","0304-419X","1879-2561","BIOPHYSICS","SCIE","8,255","11.414","Q1","1.21","17.63"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","ELSEVIER","0304-419X","1879-2561","ONCOLOGY","SCIE","8,255","11.414","Q1","1.21","17.63"%,
"SLEEP MEDICINE REVIEWS","SLEEP MED REV","W B SAUNDERS CO LTD","1087-0792","1532-2955","CLINICAL NEUROLOGY","SCIE","12,620","11.401","Q1","1.6","13.41"%,
"SLEEP MEDICINE REVIEWS","SLEEP MED REV","W B SAUNDERS CO LTD","1087-0792","1532-2955","NEUROSCIENCES","SCIE","12,620","11.401","Q1","1.6","13.41"%,
"CLINICAL PSYCHOLOGY REVIEW","CLIN PSYCHOL REV","PERGAMON-ELSEVIER SCIENCE LTD","0272-7358","1873-7811","PSYCHOLOGY, CLINICAL","SSCI","24,636","11.397","Q1","2.02","14.59"%,
"CHEST","CHEST","ELSEVIER","0012-3692","1931-3543","CRITICAL CARE MEDICINE","SCIE","61,663","11.393","Q1","1.88","8.64"%,
"CHEST","CHEST","ELSEVIER","0012-3692","1931-3543","RESPIRATORY SYSTEM","SCIE","61,663","11.393","Q1","1.88","8.64"%,
"TECHNOVATION","TECHNOVATION","ELSEVIER","0166-4972","1879-2383","ENGINEERING, INDUSTRIAL","SCIE","9,106","11.373","Q1","2.3","17.42"%,
"TECHNOVATION","TECHNOVATION","ELSEVIER","0166-4972","1879-2383","MANAGEMENT","SSCI","9,106","11.373","Q1","2.3","17.42"%,
"TECHNOVATION","TECHNOVATION","ELSEVIER","0166-4972","1879-2383","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","9,106","11.373","Q1","2.3","17.42"%,
"Neurology-Neuroimmunology & Neuroinflammation","NEUROL-NEUROIMMUNOL","LIPPINCOTT WILLIAMS & WILKINS","2332-7812","2332-7812","CLINICAL NEUROLOGY","SCIE","5,161","11.36","Q1","2.18","99.18"%,
"Neurology-Neuroimmunology & Neuroinflammation","NEUROL-NEUROIMMUNOL","LIPPINCOTT WILLIAMS & WILKINS","2332-7812","2332-7812","NEUROSCIENCES","SCIE","5,161","11.36","Q1","2.18","99.18"%,
"ENVIRONMENTAL SCIENCE & TECHNOLOGY","ENVIRON SCI TECHNOL","AMER CHEMICAL SOC","0013-936X","1520-5851","ENGINEERING, ENVIRONMENTAL","SCIE","259,946","11.357","Q1","1.44","11.15"%,
"ENVIRONMENTAL SCIENCE & TECHNOLOGY","ENVIRON SCI TECHNOL","AMER CHEMICAL SOC","0013-936X","1520-5851","ENVIRONMENTAL SCIENCES","SCIE","259,946","11.357","Q1","1.44","11.15"%,
"Tourism Geographies","TOURISM GEOGR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1461-6688","1470-1340","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","4,653","11.355","Q1","2.47","11.01"%,
"CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE","CAN J AGR ECON","WILEY","0008-3976","1744-7976","AGRICULTURAL ECONOMICS & POLICY","SCIE","1,674","11.353","Q1","3.18","6.86"%,
"CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE","CAN J AGR ECON","WILEY","0008-3976","1744-7976","ECONOMICS","SSCI","1,674","11.353","Q1","3.18","6.86"%,
"Applied Mechanics Reviews","APPL MECH REV","ASME","0003-6900","2379-0407","MECHANICS","SCIE","5,473","11.345","Q1","0.86","2.5"%,
"Small Structures","SMALL STRUCT","WILEY","N/A","2688-4062","CHEMISTRY, PHYSICAL","SCIE","1,317","11.343","Q1","0.54","12.37"%,
"Small Structures","SMALL STRUCT","WILEY","N/A","2688-4062","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","1,317","11.343","Q1","0.54","12.37"%,
"Small Structures","SMALL STRUCT","WILEY","N/A","2688-4062","NANOSCIENCE & NANOTECHNOLOGY","SCIE","1,317","11.343","Q1","0.54","12.37"%,
"Annual Review of Biomedical Engineering","ANNU REV BIOMED ENG","ANNUAL REVIEWS","1523-9829","1545-4274","ENGINEERING, BIOMEDICAL","SCIE","5,968","11.324","Q1","0.93","37.93"%,
"COMPOSITES PART B-ENGINEERING","COMPOS PART B-ENG","ELSEVIER SCI LTD","1359-8368","1879-1069","ENGINEERING, MULTIDISCIPLINARY","SCIE","67,575","11.322","Q1","2.69","2.7"%,
"COMPOSITES PART B-ENGINEERING","COMPOS PART B-ENG","ELSEVIER SCI LTD","1359-8368","1879-1069","MATERIALS SCIENCE, COMPOSITES","SCIE","67,575","11.322","Q1","2.69","2.7"%,
"JOURNAL OF INTERACTIVE MARKETING","J INTERACT MARK","ELSEVIER SCIENCE INC","1094-9968","1520-6653","BUSINESS","SSCI","6,332","11.318","Q1","2.01","9.09"%,
"CARBON","CARBON","PERGAMON-ELSEVIER SCIENCE LTD","0008-6223","1873-3891","CHEMISTRY, PHYSICAL","SCIE","108,195","11.307","Q1","1.65","4.12"%,
"CARBON","CARBON","PERGAMON-ELSEVIER SCIENCE LTD","0008-6223","1873-3891","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","108,195","11.307","Q1","1.65","4.12"%,
"PROGRESS IN CARDIOVASCULAR DISEASES","PROG CARDIOVASC DIS","W B SAUNDERS CO-ELSEVIER INC","0033-0620","1873-1740","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","6,658","11.278","Q1","1.17","7.26"%,
"ANNALS OF NEUROLOGY","ANN NEUROL","WILEY","0364-5134","1531-8249","CLINICAL NEUROLOGY","SCIE","45,647","11.274","Q1","2.56","30.51"%,
"ANNALS OF NEUROLOGY","ANN NEUROL","WILEY","0364-5134","1531-8249","NEUROSCIENCES","SCIE","45,647","11.274","Q1","2.56","30.51"%,
"ECOLOGY LETTERS","ECOL LETT","WILEY","1461-023X","1461-0248","ECOLOGY","SCIE","42,651","11.274","Q1","2.27","26.67"%,
"SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL","SUPPLY CHAIN MANAG","EMERALD GROUP PUBLISHING LTD","1359-8546","1758-6852","BUSINESS","SSCI","7,964","11.263","Q1","1.88","5.94"%,
"SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL","SUPPLY CHAIN MANAG","EMERALD GROUP PUBLISHING LTD","1359-8546","1758-6852","MANAGEMENT","SSCI","7,964","11.263","Q1","1.88","5.94"%,
"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","INT J PROD ECON","ELSEVIER","0925-5273","1873-7579","ENGINEERING, INDUSTRIAL","SCIE","36,540","11.251","Q1","1.97","5.56"%,
"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","INT J PROD ECON","ELSEVIER","0925-5273","1873-7579","ENGINEERING, MANUFACTURING","SCIE","36,540","11.251","Q1","1.97","5.56"%,
"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","INT J PROD ECON","ELSEVIER","0925-5273","1873-7579","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","36,540","11.251","Q1","1.97","5.56"%,
"COMPUTERS IN INDUSTRY","COMPUT IND","ELSEVIER","0166-3615","1872-6194","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","7,928","11.245","Q1","1.83","10.2"%,
"PSYCHIATRY RESEARCH","PSYCHIAT RES","ELSEVIER IRELAND LTD","0165-1781","1872-7123","PSYCHIATRY","SSCI","44,373","11.225","Q1","1.46","8.32"%,
"PSYCHIATRY RESEARCH","PSYCHIAT RES","ELSEVIER IRELAND LTD","0165-1781","1872-7123","PSYCHIATRY","SCIE","44,373","11.225","Q1","1.46","8.32"%,
"Journal of Innovation & Knowledge","J INNOV KNOWL","ELSEVIER ESPANA","2530-7614","2444-569X","BUSINESS","SSCI","1,304","11.219","Q1","2.56","97.8"%,
"Journal of Innovation & Knowledge","J INNOV KNOWL","ELSEVIER ESPANA","2530-7614","2444-569X","MANAGEMENT","SSCI","1,304","11.219","Q1","2.56","97.8"%,
"ISME Journal","ISME J","SPRINGERNATURE","1751-7362","1751-7370","ECOLOGY","SCIE","39,660","11.217","Q1","2.51","57.73"%,
"ISME Journal","ISME J","SPRINGERNATURE","1751-7362","1751-7370","MICROBIOLOGY","SCIE","39,660","11.217","Q1","2.51","57.73"%,
"DESALINATION","DESALINATION","ELSEVIER","0011-9164","1873-4464","ENGINEERING, CHEMICAL","SCIE","60,800","11.211","Q1","2.02","6.19"%,
"DESALINATION","DESALINATION","ELSEVIER","0011-9164","1873-4464","WATER RESOURCES","SCIE","60,800","11.211","Q1","2.02","6.19"%,
"CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION","CRIT REV FOOD SCI","TAYLOR & FRANCIS INC","1040-8398","1549-7852","FOOD SCIENCE & TECHNOLOGY","SCIE","31,262","11.208","Q1","1.22","6.1"%,
"CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION","CRIT REV FOOD SCI","TAYLOR & FRANCIS INC","1040-8398","1549-7852","NUTRITION & DIETETICS","SCIE","31,262","11.208","Q1","1.22","6.1"%,
"EBioMedicine","EBIOMEDICINE","ELSEVIER","2352-3964","2352-3964","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","22,556","11.205","Q1","2.25","96.98"%,
"JOURNAL OF RETAILING","J RETAILING","ELSEVIER SCIENCE INC","0022-4359","1873-3271","BUSINESS","SSCI","11,538","11.19","Q1","1.61","9.09"%,
"COMPUTERS & EDUCATION","COMPUT EDUC","PERGAMON-ELSEVIER SCIENCE LTD","0360-1315","1873-782X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","25,968","11.182","Q1","3.75","11.44"%,
"COMPUTERS & EDUCATION","COMPUT EDUC","PERGAMON-ELSEVIER SCIENCE LTD","0360-1315","1873-782X","EDUCATION & EDUCATIONAL RESEARCH","SSCI","25,968","11.182","Q1","3.75","11.44"%,
"CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES","CRIT REV SOLID STATE","TAYLOR & FRANCIS INC","1040-8436","1547-6561","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,380","11.178","Q1","0.54","4"%,
"CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES","CRIT REV SOLID STATE","TAYLOR & FRANCIS INC","1040-8436","1547-6561","PHYSICS, CONDENSED MATTER","SCIE","2,380","11.178","Q1","0.54","4"%,
"European Heart Journal-Cardiovascular Pharmacotherapy","EUR HEART J-CARD PHA","OXFORD UNIV PRESS","2055-6837","2055-6845","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,529","11.177","Q1","1.57","14.2"%,
"European Heart Journal-Cardiovascular Pharmacotherapy","EUR HEART J-CARD PHA","OXFORD UNIV PRESS","2055-6837","2055-6845","PHARMACOLOGY & PHARMACY","SCIE","1,529","11.177","Q1","1.57","14.2"%,
"ACS Materials Letters","ACS MATER LETT","AMER CHEMICAL SOC","N/A","2639-4979","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,583","11.17","Q1","1.61","5.25"%,
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","ELSEVIER SCI LTD","0959-3780","1872-9495","ENVIRONMENTAL SCIENCES","SCIE","26,153","11.16","Q1","2.68","34.84"%,
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","ELSEVIER SCI LTD","0959-3780","1872-9495","ENVIRONMENTAL STUDIES","SSCI","26,153","11.16","Q1","2.68","34.84"%,
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","ELSEVIER SCI LTD","0959-3780","1872-9495","GEOGRAPHY","SSCI","26,153","11.16","Q1","2.68","34.84"%,
"BRITISH JOURNAL OF DERMATOLOGY","BRIT J DERMATOL","WILEY","0007-0963","1365-2133","DERMATOLOGY","SCIE","35,240","11.113","Q1","2.85","33.04"%,
"JOURNAL OF INTERNATIONAL BUSINESS STUDIES","J INT BUS STUD","PALGRAVE MACMILLAN LTD","0047-2506","1478-6990","BUSINESS","SSCI","20,721","11.103","Q1","2.16","17.74"%,
"JOURNAL OF INTERNATIONAL BUSINESS STUDIES","J INT BUS STUD","PALGRAVE MACMILLAN LTD","0047-2506","1478-6990","MANAGEMENT","SSCI","20,721","11.103","Q1","2.16","17.74"%,
"Advanced Healthcare Materials","ADV HEALTHC MATER","WILEY","2192-2640","2192-2659","ENGINEERING, BIOMEDICAL","SCIE","24,096","11.092","Q1","1.37","12.05"%,
"Advanced Healthcare Materials","ADV HEALTHC MATER","WILEY","2192-2640","2192-2659","MATERIALS SCIENCE, BIOMATERIALS","SCIE","24,096","11.092","Q1","1.37","12.05"%,
"Advanced Healthcare Materials","ADV HEALTHC MATER","WILEY","2192-2640","2192-2659","NANOSCIENCE & NANOTECHNOLOGY","SCIE","24,096","11.092","Q1","1.37","12.05"%,
"Cell Systems","CELL SYST","CELL PRESS","2405-4712","2405-4720","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","8,047","11.091","Q1","1.71","42.75"%,
"Cell Systems","CELL SYST","CELL PRESS","2405-4712","2405-4720","CELL BIOLOGY","SCIE","8,047","11.091","Q1","1.71","42.75"%,
"JOURNAL OF NUCLEAR MEDICINE","J NUCL MED","SOC NUCLEAR MEDICINE INC","0161-5505","1535-5667","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","35,215","11.082","Q1","2.58","10.06"%,
"JACC-Cardiovascular Interventions","JACC-CARDIOVASC INTE","ELSEVIER SCIENCE INC","1936-8798","1876-7605","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","16,576","11.075","Q1","2.18","8.94"%,
"AMERICAN JOURNAL OF KIDNEY DISEASES","AM J KIDNEY DIS","W B SAUNDERS CO-ELSEVIER INC","0272-6386","1523-6838","UROLOGY & NEPHROLOGY","SCIE","30,051","11.072","Q1","2.88","10.43"%,
"Journal of Cleaner Production","J CLEAN PROD","ELSEVIER SCI LTD","0959-6526","1879-1786","ENGINEERING, ENVIRONMENTAL","SCIE","250,231","11.072","Q1","1.51","5.49"%,
"Journal of Cleaner Production","J CLEAN PROD","ELSEVIER SCI LTD","0959-6526","1879-1786","ENVIRONMENTAL SCIENCES","SCIE","250,231","11.072","Q1","1.51","5.49"%,
"Journal of Cleaner Production","J CLEAN PROD","ELSEVIER SCI LTD","0959-6526","1879-1786","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","250,231","11.072","Q1","1.51","5.49"%,
"EXERCISE IMMUNOLOGY REVIEW","EXERC IMMUNOL REV","W W F VERLAGSGESELLSCHAFT GMBH","1077-5552","1077-5552","IMMUNOLOGY","SCIE","1,170","11.067","Q1","0.98","0"%,
"EXERCISE IMMUNOLOGY REVIEW","EXERC IMMUNOL REV","W W F VERLAGSGESELLSCHAFT GMBH","1077-5552","1077-5552","SPORT SCIENCES","SCIE","1,170","11.067","Q1","0.98","0"%,
"Biofabrication","BIOFABRICATION","IOP Publishing Ltd","1758-5082","1758-5090","ENGINEERING, BIOMEDICAL","SCIE","7,979","11.061","Q1","2.1","19.17"%,
"Biofabrication","BIOFABRICATION","IOP Publishing Ltd","1758-5082","1758-5090","MATERIALS SCIENCE, BIOMATERIALS","SCIE","7,979","11.061","Q1","2.1","19.17"%,
"HAEMATOLOGICA","HAEMATOLOGICA","FERRATA STORTI FOUNDATION","0390-6078","1592-8721","HEMATOLOGY","SCIE","25,705","11.049","Q1","1.59","99.31"%,
"AMERICAN JOURNAL OF HUMAN GENETICS","AM J HUM GENET","CELL PRESS","0002-9297","1537-6605","GENETICS & HEREDITY","SCIE","45,295","11.043","Q1","2.52","19.26"%,
"REVIEWS IN MEDICAL VIROLOGY","REV MED VIROL","WILEY","1052-9276","1099-1654","VIROLOGY","SCIE","4,767","11.043","Q1","0.71","6.27"%,
"IEEE TRANSACTIONS ON IMAGE PROCESSING","IEEE T IMAGE PROCESS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1057-7149","1941-0042","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","67,579","11.041","Q1","2.19","4.93"%,
"IEEE TRANSACTIONS ON IMAGE PROCESSING","IEEE T IMAGE PROCESS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1057-7149","1941-0042","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","67,579","11.041","Q1","2.19","4.93"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","32,367","11.037","Q1","2.61","11.82"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","ENGINEERING, BIOMEDICAL","SCIE","32,367","11.037","Q1","2.61","11.82"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","32,367","11.037","Q1","2.61","11.82"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","32,367","11.037","Q1","2.61","11.82"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","32,367","11.037","Q1","2.61","11.82"%,
"Research","RESEARCH-CHINA","AMER ASSOC ADVANCEMENT SCIENCE","2096-5168","2639-5274","MULTIDISCIPLINARY SCIENCES","SCIE","3,467","11.036","Q1","1.59","84.51"%,
"ENVIRONMENTAL HEALTH PERSPECTIVES","ENVIRON HEALTH PERSP","US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924","ENVIRONMENTAL SCIENCES","SCIE","51,752","11.035","Q1","2.3","97.93"%,
"ENVIRONMENTAL HEALTH PERSPECTIVES","ENVIRON HEALTH PERSP","US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","51,752","11.035","Q1","2.3","97.93"%,
"ENVIRONMENTAL HEALTH PERSPECTIVES","ENVIRON HEALTH PERSP","US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924","TOXICOLOGY","SCIE","51,752","11.035","Q1","2.3","97.93"%,
"GREEN CHEMISTRY","GREEN CHEM","ROYAL SOC CHEMISTRY","1463-9262","1463-9270","CHEMISTRY, MULTIDISCIPLINARY","SCIE","66,783","11.034","Q1","1.53","14.68"%,
"GREEN CHEMISTRY","GREEN CHEM","ROYAL SOC CHEMISTRY","1463-9262","1463-9270","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","66,783","11.034","Q1","1.53","14.68"%,
"Journal of Allergy and Clinical Immunology-In Practice","J ALLER CL IMM-PRACT","ELSEVIER","2213-2198","2213-2201","ALLERGY","SCIE","13,337","11.022","Q1","1.42","12.14"%,
"Journal of Allergy and Clinical Immunology-In Practice","J ALLER CL IMM-PRACT","ELSEVIER","2213-2198","2213-2201","IMMUNOLOGY","SCIE","13,337","11.022","Q1","1.42","12.14"%,
"Materials Today Physics","MATER TODAY PHYS","ELSEVIER","2542-5293","2542-5293","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,387","11.021","Q1","1.65","5.22"%,
"Materials Today Physics","MATER TODAY PHYS","ELSEVIER","2542-5293","2542-5293","PHYSICS, APPLIED","SCIE","3,387","11.021","Q1","1.65","5.22"%,
"IEEE Transactions on Services Computing","IEEE T SERV COMPUT","IEEE COMPUTER SOC","1939-1374","1939-1374","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","4,592","11.019","Q1","3.02","1.28"%,
"IEEE Transactions on Services Computing","IEEE T SERV COMPUT","IEEE COMPUTER SOC","1939-1374","1939-1374","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","4,592","11.019","Q1","3.02","1.28"%,
"AGING CELL","AGING CELL","WILEY","1474-9718","1474-9726","CELL BIOLOGY","SCIE","16,926","11.005","Q1","1.68","89.1"%,
"AGING CELL","AGING CELL","WILEY","1474-9718","1474-9726","GERIATRICS & GERONTOLOGY","SCIE","16,926","11.005","Q1","1.68","89.1"%,
"IMMUNOLOGICAL REVIEWS","IMMUNOL REV","WILEY","0105-2896","1600-065X","IMMUNOLOGY","SCIE","21,614","10.983","Q1","1.14","21.01"%,
"ACADEMY OF MANAGEMENT JOURNAL","ACAD MANAGE J","ACAD MANAGEMENT","0001-4273","1948-0989","BUSINESS","SSCI","54,177","10.979","Q1","2.54","0"%,
"ACADEMY OF MANAGEMENT JOURNAL","ACAD MANAGE J","ACAD MANAGEMENT","0001-4273","1948-0989","MANAGEMENT","SSCI","54,177","10.979","Q1","2.54","0"%,
"Current Forestry Reports","CURR FOR REP","SPRINGER INT PUBL AG","2198-6436","2198-6436","FORESTRY","SCIE","1,138","10.975","Q1","2.42","47.46"%,
"Journal of Retailing and Consumer Services","J RETAIL CONSUM SERV","ELSEVIER SCI LTD","0969-6989","1873-1384","BUSINESS","SSCI","17,048","10.972","Q1","2.13","6.01"%,
"Journal of Business Research","J BUS RES","ELSEVIER SCIENCE INC","0148-2963","1873-7978","BUSINESS","SSCI","60,458","10.969","Q1","2.14","7.21"%,
"Virtual and Physical Prototyping","VIRTUAL PHYS PROTOTY","TAYLOR & FRANCIS LTD","1745-2759","1745-2767","ENGINEERING, MANUFACTURING","SCIE","2,725","10.962","Q1","1.73","22.95"%,
"Virtual and Physical Prototyping","VIRTUAL PHYS PROTOTY","TAYLOR & FRANCIS LTD","1745-2759","1745-2767","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,725","10.962","Q1","1.73","22.95"%,
"Laser & Photonics Reviews","LASER PHOTONICS REV","WILEY-V C H VERLAG GMBH","1863-8880","1863-8899","OPTICS","SCIE","10,729","10.947","Q1","2.05","15.13"%,
"Laser & Photonics Reviews","LASER PHOTONICS REV","WILEY-V C H VERLAG GMBH","1863-8880","1863-8899","PHYSICS, APPLIED","SCIE","10,729","10.947","Q1","2.05","15.13"%,
"Laser & Photonics Reviews","LASER PHOTONICS REV","WILEY-V C H VERLAG GMBH","1863-8880","1863-8899","PHYSICS, CONDENSED MATTER","SCIE","10,729","10.947","Q1","2.05","15.13"%,
"PSYCHOLOGICAL METHODS","PSYCHOL METHODS","AMER PSYCHOLOGICAL ASSOC","1082-989X","1939-1463","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","20,525","10.929","Q1","3.79","0.53"%,
"CURRENT BIOLOGY","CURR BIOL","CELL PRESS","0960-9822","1879-0445","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","85,128","10.9","Q1","1.83","31.11"%,
"CURRENT BIOLOGY","CURR BIOL","CELL PRESS","0960-9822","1879-0445","BIOLOGY","SCIE","85,128","10.9","Q1","1.83","31.11"%,
"CURRENT BIOLOGY","CURR BIOL","CELL PRESS","0960-9822","1879-0445","CELL BIOLOGY","SCIE","85,128","10.9","Q1","1.83","31.11"%,
"PROGRESS IN NEUROBIOLOGY","PROG NEUROBIOL","PERGAMON-ELSEVIER SCIENCE LTD","0301-0082","1873-5118","NEUROSCIENCES","SCIE","15,980","10.885","Q1","1.39","29.35"%,
"TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE","TECHNOL FORECAST SOC","ELSEVIER SCIENCE INC","0040-1625","1873-5509","BUSINESS","SSCI","31,070","10.884","Q1","2.4","11.92"%,
"TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE","TECHNOL FORECAST SOC","ELSEVIER SCIENCE INC","0040-1625","1873-5509","REGIONAL & URBAN PLANNING","SSCI","31,070","10.884","Q1","2.4","11.92"%,
"Obesity Reviews","OBES REV","WILEY","1467-7881","1467-789X","ENDOCRINOLOGY & METABOLISM","SCIE","18,669","10.867","Q1","1.62","26.79"%,
