"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of Citable OA
"JOURNAL OF MARKETING","J MARKETING","SAGE PUBLICATIONS INC","0022-2429","1547-7185","BUSINESS","SSCI","36,074","9.462","Q1","2.13","9.56"%,
"DIABETES","DIABETES","AMER DIABETES ASSOC","0012-1797","1939-327X","ENDOCRINOLOGY & METABOLISM","SCIE","60,910","9.461","Q1","1.83","0.58"%,
"JOURNAL OF CLINICAL ANESTHESIA","J CLIN ANESTH","ELSEVIER SCIENCE INC","0952-8180","1873-4529","ANESTHESIOLOGY","SCIE","5,577","9.452","Q1","1.47","2.68"%,
"Science China-Chemistry","SCI CHINA CHEM","SCIENCE PRESS","1674-7291","1869-1870","CHEMISTRY, MULTIDISCIPLINARY","SCIE","7,694","9.445","Q1","1.22","0.33"%,
"GASTROINTESTINAL ENDOSCOPY","GASTROINTEST ENDOSC","MOSBY-ELSEVIER","0016-5107","1097-6779","GASTROENTEROLOGY & HEPATOLOGY","SCIE","28,955","9.427","Q1","1.58","2.3"%,
"Cell Reports","CELL REP","CELL PRESS","2211-1247","2211-1247","CELL BIOLOGY","SCIE","73,442","9.423","Q1","1.52","99.9"%,
"JOURNAL OF THE ACADEMY OF MARKETING SCIENCE","J ACAD MARKET SCI","SPRINGER","0092-0703","1552-7824","BUSINESS","SSCI","19,296","9.418","Q1","2.78","18.13"%,
"CHEST","CHEST","ELSEVIER","0012-3692","1931-3543","CRITICAL CARE MEDICINE","SCIE","58,779","9.41","Q1","2.08","6.35"%,
"CHEST","CHEST","ELSEVIER","0012-3692","1931-3543","RESPIRATORY SYSTEM","SCIE","58,779","9.41","Q1","2.08","6.35"%,
"BULLETIN OF THE WORLD HEALTH ORGANIZATION","B WORLD HEALTH ORGAN","WORLD HEALTH ORGANIZATION","0042-9686","1564-0604","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","19,297","9.408","Q1","2.23","60"%,
"Particle and Fibre Toxicology","PART FIBRE TOXICOL","BMC","1743-8977","1743-8977","TOXICOLOGY","SCIE","5,678","9.4","Q1","2.05","100"%,
"ORGANIZATIONAL RESEARCH METHODS","ORGAN RES METHODS","SAGE PUBLICATIONS INC","1094-4281","1552-7425","MANAGEMENT","SSCI","10,914","9.391","Q1","2.68","9.3"%,
"ORGANIZATIONAL RESEARCH METHODS","ORGAN RES METHODS","SAGE PUBLICATIONS INC","1094-4281","1552-7425","PSYCHOLOGY, APPLIED","SSCI","10,914","9.391","Q1","2.68","9.3"%,
"Annual Review of Cancer Biology-Series","ANNU REV CANCER BIOL","ANNUAL REVIEWS","2472-3428","2472-3428","ONCOLOGY","SCIE","703","9.391","Q1","N/A","31.43"%,
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","ELSEVIER SCI LTD","0144-8617","1879-1344","CHEMISTRY, APPLIED","SCIE","104,570","9.381","Q1","1.99","3.43"%,
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","ELSEVIER SCI LTD","0144-8617","1879-1344","CHEMISTRY, ORGANIC","SCIE","104,570","9.381","Q1","1.99","3.43"%,
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","ELSEVIER SCI LTD","0144-8617","1879-1344","POLYMER SCIENCE","SCIE","104,570","9.381","Q1","1.99","3.43"%,
"npj Clean Water","NPJ CLEAN WATER","NATURE RESEARCH","2059-7037","2059-7037","ENGINEERING, CHEMICAL","SCIE","523","9.378","Q1","1.37","100"%,
"npj Clean Water","NPJ CLEAN WATER","NATURE RESEARCH","2059-7037","2059-7037","ENVIRONMENTAL SCIENCES","SCIE","523","9.378","Q1","1.37","100"%,
"npj Clean Water","NPJ CLEAN WATER","NATURE RESEARCH","2059-7037","2059-7037","WATER RESOURCES","SCIE","523","9.378","Q1","1.37","100"%,
"BRITISH JOURNAL OF PSYCHIATRY","BRIT J PSYCHIAT","CAMBRIDGE UNIV PRESS","0007-1250","1472-1465","PSYCHIATRY","SSCI","30,003","9.319","Q1","2.07","28.63"%,
"BRITISH JOURNAL OF PSYCHIATRY","BRIT J PSYCHIAT","CAMBRIDGE UNIV PRESS","0007-1250","1472-1465","PSYCHIATRY","SCIE","30,003","9.319","Q1","2.07","28.63"%,
"AMERICAN JOURNAL OF PUBLIC HEALTH","AM J PUBLIC HEALTH","AMER PUBLIC HEALTH ASSOC INC","0090-0036","1541-0048","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SSCI","51,399","9.308","Q1","2.01","0"%,
"AMERICAN JOURNAL OF PUBLIC HEALTH","AM J PUBLIC HEALTH","AMER PUBLIC HEALTH ASSOC INC","0090-0036","1541-0048","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","51,399","9.308","Q1","2.01","0"%,
"SCHIZOPHRENIA BULLETIN","SCHIZOPHRENIA BULL","OXFORD UNIV PRESS","0586-7614","1745-1701","PSYCHIATRY","SCIE","21,642","9.306","Q1","2.3","25.93"%,
"SCHIZOPHRENIA BULLETIN","SCHIZOPHRENIA BULL","OXFORD UNIV PRESS","0586-7614","1745-1701","PSYCHIATRY","SSCI","21,642","9.306","Q1","2.3","25.93"%,
"AGING CELL","AGING CELL","WILEY","1474-9718","1474-9726","CELL BIOLOGY","SCIE","13,890","9.304","Q1","1.82","100"%,
"AGING CELL","AGING CELL","WILEY","1474-9718","1474-9726","GERIATRICS & GERONTOLOGY","SCIE","13,890","9.304","Q1","1.82","100"%,
"BRITISH JOURNAL OF DERMATOLOGY","BRIT J DERMATOL","WILEY","0007-0963","1365-2133","DERMATOLOGY","SCIE","36,068","9.302","Q1","2.45","27.2"%,
"European Journal of Psychology Applied to Legal Context","EUR J PSYCHOL APPL L","COLEGIO OFICIAL PSICOLOGOS MADRID","1889-1861","1989-4007","LAW","SSCI","454","9.3","Q1","5.77","100"%,
"European Journal of Psychology Applied to Legal Context","EUR J PSYCHOL APPL L","COLEGIO OFICIAL PSICOLOGOS MADRID","1889-1861","1989-4007","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","454","9.3","Q1","5.77","100"%,
"Materials Today Physics","MATER TODAY PHYS","ELSEVIER","2542-5293","2542-5293","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","1,508","9.298","Q1","1.74","4.81"%,
"Materials Today Physics","MATER TODAY PHYS","ELSEVIER","2542-5293","2542-5293","PHYSICS, APPLIED","SCIE","1,508","9.298","Q1","1.74","4.81"%,
"Journal of Cleaner Production","J CLEAN PROD","ELSEVIER SCI LTD","0959-6526","1879-1786","ENGINEERING, ENVIRONMENTAL","SCIE","170,352","9.297","Q1","1.51","3.18"%,
"Journal of Cleaner Production","J CLEAN PROD","ELSEVIER SCI LTD","0959-6526","1879-1786","ENVIRONMENTAL SCIENCES","SCIE","170,352","9.297","Q1","1.51","3.18"%,
"Journal of Cleaner Production","J CLEAN PROD","ELSEVIER SCI LTD","0959-6526","1879-1786","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","170,352","9.297","Q1","1.51","3.18"%,
"Strategic Entrepreneurship Journal","STRATEG ENTREP J","WILEY","1932-4391","1932-443X","BUSINESS","SSCI","3,304","9.289","Q1","2.06","12.09"%,
"Strategic Entrepreneurship Journal","STRATEG ENTREP J","WILEY","1932-4391","1932-443X","MANAGEMENT","SSCI","3,304","9.289","Q1","2.06","12.09"%,
"Cochrane Database of Systematic Reviews","COCHRANE DB SYST REV","WILEY","1469-493X","1361-6137","MEDICINE, GENERAL & INTERNAL","SCIE","81,217","9.289","Q1","1.31","0.06"%,
"Journal of Innovation & Knowledge","J INNOV KNOWL","ELSEVIER ESPANA","2530-7614","2444-569X","BUSINESS","SSCI","745","9.269","Q1","2.26","100"%,
"Journal of Innovation & Knowledge","J INNOV KNOWL","ELSEVIER ESPANA","2530-7614","2444-569X","MANAGEMENT","SSCI","745","9.269","Q1","2.26","100"%,
"CANCER AND METASTASIS REVIEWS","CANCER METAST REV","SPRINGER","0167-7659","1573-7233","ONCOLOGY","SCIE","7,809","9.264","Q1","1.03","22.56"%,
"CELLULAR AND MOLECULAR LIFE SCIENCES","CELL MOL LIFE SCI","SPRINGER BASEL AG","1420-682X","1420-9071","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","34,005","9.261","Q1","1","29.07"%,
"CELLULAR AND MOLECULAR LIFE SCIENCES","CELL MOL LIFE SCI","SPRINGER BASEL AG","1420-682X","1420-9071","CELL BIOLOGY","SCIE","34,005","9.261","Q1","1","29.07"%,
"THORAX","THORAX","BMJ PUBLISHING GROUP","0040-6376","1468-3296","RESPIRATORY SYSTEM","SCIE","26,629","9.25","Q1","2.3","31.33"%,
"International Journal of Hospitality Management","INT J HOSP MANAG","ELSEVIER SCI LTD","0278-4319","1873-4693","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","17,219","9.237","Q1","2.63","0.86"%,
"EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING","EUR J NUCL MED MOL I","SPRINGER","1619-7070","1619-7089","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","20,634","9.236","Q1","2.45","32"%,
"ACS Applied Materials & Interfaces","ACS APPL MATER INTER","AMER CHEMICAL SOC","1944-8244","1944-8252","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","274,703","9.229","Q1","1.5","3.59"%,
"ACS Applied Materials & Interfaces","ACS APPL MATER INTER","AMER CHEMICAL SOC","1944-8244","1944-8252","NANOSCIENCE & NANOTECHNOLOGY","SCIE","274,703","9.229","Q1","1.5","3.59"%,
"Cellular and Molecular Gastroenterology and Hepatology","CELL MOL GASTROENTER","ELSEVIER INC","2352-345X","2352-345X","GASTROENTEROLOGY & HEPATOLOGY","SCIE","2,904","9.225","Q1","1.53","97.29"%,
"Obesity Reviews","OBES REV","WILEY","1467-7881","1467-789X","ENDOCRINOLOGY & METABOLISM","SCIE","16,549","9.213","Q1","1.55","23.62"%,
"Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology","WIRES NANOMED NANOBI","WILEY","1939-5116","1939-0041","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,763","9.182","Q1","0.97","12.99"%,
"Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology","WIRES NANOMED NANOBI","WILEY","1939-5116","1939-0041","NANOSCIENCE & NANOTECHNOLOGY","SCIE","3,763","9.182","Q1","0.97","12.99"%,
"AMERICAN ECONOMIC REVIEW","AM ECON REV","AMER ECONOMIC ASSOC","0002-8282","1944-7981","ECONOMICS","SSCI","71,858","9.17","Q1","3.05","0"%,
"BRITISH JOURNAL OF ANAESTHESIA","BRIT J ANAESTH","ELSEVIER SCI LTD","0007-0912","1471-6771","ANESTHESIOLOGY","SCIE","27,510","9.166","Q1","2.49","7.64"%,
"EUROPEAN JOURNAL OF CANCER","EUR J CANCER","ELSEVIER SCI LTD","0959-8049","1879-0852","ONCOLOGY","SCIE","40,294","9.162","Q1","1.63","21.19"%,
"PHYSICAL REVIEW LETTERS","PHYS REV LETT","AMER PHYSICAL SOC","0031-9007","1079-7114","PHYSICS, MULTIDISCIPLINARY","SCIE","490,021","9.161","Q1","2.8","36.9"%,
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","ELSEVIER SCI LTD","0268-005X","1873-7137","CHEMISTRY, APPLIED","SCIE","42,938","9.147","Q1","2.15","3.28"%,
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","ELSEVIER SCI LTD","0268-005X","1873-7137","FOOD SCIENCE & TECHNOLOGY","SCIE","42,938","9.147","Q1","2.15","3.28"%,
"IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE J SEL AREA COMM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0733-8716","1558-0008","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","19,420","9.144","Q1","2.87","9.3"%,
"IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE J SEL AREA COMM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0733-8716","1558-0008","TELECOMMUNICATIONS","SCIE","19,420","9.144","Q1","2.87","9.3"%,
"JOURNAL OF POWER SOURCES","J POWER SOURCES","ELSEVIER","0378-7753","1873-2755","CHEMISTRY, PHYSICAL","SCIE","140,819","9.127","Q1","1.42","3.03"%,
"JOURNAL OF POWER SOURCES","J POWER SOURCES","ELSEVIER","0378-7753","1873-2755","ELECTROCHEMISTRY","SCIE","140,819","9.127","Q1","1.42","3.03"%,
"JOURNAL OF POWER SOURCES","J POWER SOURCES","ELSEVIER","0378-7753","1873-2755","ENERGY & FUELS","SCIE","140,819","9.127","Q1","1.42","3.03"%,
"JOURNAL OF POWER SOURCES","J POWER SOURCES","ELSEVIER","0378-7753","1873-2755","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","140,819","9.127","Q1","1.42","3.03"%,
"JOURNAL OF POLITICAL ECONOMY","J POLIT ECON","UNIV CHICAGO PRESS","0022-3808","1537-534X","ECONOMICS","SSCI","32,296","9.103","Q1","3.13","2.03"%,
"CRITICAL CARE","CRIT CARE","BMC","1364-8535","1466-609X","CRITICAL CARE MEDICINE","SCIE","34,057","9.097","Q1","1.51","100"%,
"Comprehensive Physiology","COMPR PHYSIOL","WILEY","2040-4603","2040-4603","PHYSIOLOGY","SCIE","6,720","9.09","Q1","2.65","0"%,
"ARTIFICIAL INTELLIGENCE","ARTIF INTELL-AMST","ELSEVIER","0004-3702","1872-7921","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","10,734","9.088","Q1","0.68","6.84"%,
"CLINICAL INFECTIOUS DISEASES","CLIN INFECT DIS","OXFORD UNIV PRESS INC","1058-4838","1537-6591","IMMUNOLOGY","SCIE","89,279","9.079","Q1","2.13","37.47"%,
"CLINICAL INFECTIOUS DISEASES","CLIN INFECT DIS","OXFORD UNIV PRESS INC","1058-4838","1537-6591","INFECTIOUS DISEASES","SCIE","89,279","9.079","Q1","2.13","37.47"%,
"CLINICAL INFECTIOUS DISEASES","CLIN INFECT DIS","OXFORD UNIV PRESS INC","1058-4838","1537-6591","MICROBIOLOGY","SCIE","89,279","9.079","Q1","2.13","37.47"%,
"COMPOSITES PART B-ENGINEERING","COMPOS PART B-ENG","ELSEVIER SCI LTD","1359-8368","1879-1069","ENGINEERING, MULTIDISCIPLINARY","SCIE","53,309","9.078","Q1","2.63","1.4"%,
"COMPOSITES PART B-ENGINEERING","COMPOS PART B-ENG","ELSEVIER SCI LTD","1359-8368","1879-1069","MATERIALS SCIENCE, COMPOSITES","SCIE","53,309","9.078","Q1","2.63","1.4"%,
"Current Climate Change Reports","CURR CLIM CHANGE REP","SPRINGER HEIDELBERG","2198-6061","2198-6061","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","1,417","9.077","Q1","1.82","46.15"%,
"Journal of Crohns & Colitis","J CROHNS COLITIS","OXFORD UNIV PRESS","1873-9946","1876-4479","GASTROENTEROLOGY & HEPATOLOGY","SCIE","11,864","9.071","Q1","1.7","18.09"%,
"Topics in Current Chemistry","TOPICS CURR CHEM","SPRINGER INTERNATIONAL PUBLISHING AG","2365-0869","2364-8961","CHEMISTRY, MULTIDISCIPLINARY","SCIE","6,853","9.06","Q1","0.44","10"%,
"GENOME RESEARCH","GENOME RES","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1088-9051","1549-5469","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","47,142","9.043","Q1","2.69","99.2"%,
"GENOME RESEARCH","GENOME RES","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1088-9051","1549-5469","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","47,142","9.043","Q1","2.69","99.2"%,
"GENOME RESEARCH","GENOME RES","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1088-9051","1549-5469","GENETICS & HEREDITY","SCIE","47,142","9.043","Q1","2.69","99.2"%,
"HARVARD LAW REVIEW","HARVARD LAW REV","HARVARD LAW REV ASSOC","0017-811X","2161-976X","LAW","SSCI","6,539","9.033","Q1","4.21","0"%,
"ENVIRONMENTAL HEALTH PERSPECTIVES","ENVIRON HEALTH PERSP","US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924","ENVIRONMENTAL SCIENCES","SCIE","48,245","9.031","Q1","2.4","95.58"%,
"ENVIRONMENTAL HEALTH PERSPECTIVES","ENVIRON HEALTH PERSP","US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","48,245","9.031","Q1","2.4","95.58"%,
"ENVIRONMENTAL HEALTH PERSPECTIVES","ENVIRON HEALTH PERSP","US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924","TOXICOLOGY","SCIE","48,245","9.031","Q1","2.4","95.58"%,
"ENVIRONMENTAL SCIENCE & TECHNOLOGY","ENVIRON SCI TECHNOL","AMER CHEMICAL SOC","0013-936X","1520-5851","ENGINEERING, ENVIRONMENTAL","SCIE","217,954","9.028","Q1","1.45","10.47"%,
"ENVIRONMENTAL SCIENCE & TECHNOLOGY","ENVIRON SCI TECHNOL","AMER CHEMICAL SOC","0013-936X","1520-5851","ENVIRONMENTAL SCIENCES","SCIE","217,954","9.028","Q1","1.45","10.47"%,
"Environmental Chemistry Letters","ENVIRON CHEM LETT","SPRINGER HEIDELBERG","1610-3653","1610-3661","CHEMISTRY, MULTIDISCIPLINARY","SCIE","6,628","9.027","Q1","0.79","4.86"%,
"Environmental Chemistry Letters","ENVIRON CHEM LETT","SPRINGER HEIDELBERG","1610-3653","1610-3661","ENGINEERING, ENVIRONMENTAL","SCIE","6,628","9.027","Q1","0.79","4.86"%,
"Environmental Chemistry Letters","ENVIRON CHEM LETT","SPRINGER HEIDELBERG","1610-3653","1610-3661","ENVIRONMENTAL SCIENCES","SCIE","6,628","9.027","Q1","0.79","4.86"%,
"TRENDS IN PARASITOLOGY","TRENDS PARASITOL","ELSEVIER SCI LTD","1471-4922","1471-5007","PARASITOLOGY","SCIE","8,666","9.014","Q1","1.17","18.14"%,
"SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL","SUPPLY CHAIN MANAG","EMERALD GROUP PUBLISHING LTD","1359-8546","1758-6852","BUSINESS","SSCI","7,121","9.012","Q1","1.63","3.27"%,
"SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL","SUPPLY CHAIN MANAG","EMERALD GROUP PUBLISHING LTD","1359-8546","1758-6852","MANAGEMENT","SSCI","7,121","9.012","Q1","1.63","3.27"%,
"ANNALS OF TOURISM RESEARCH","ANN TOURISM RES","PERGAMON-ELSEVIER SCIENCE LTD","0160-7383","1873-7722","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","19,981","9.011","Q1","2.85","7.27"%,
"ANNALS OF TOURISM RESEARCH","ANN TOURISM RES","PERGAMON-ELSEVIER SCIENCE LTD","0160-7383","1873-7722","SOCIOLOGY","SSCI","19,981","9.011","Q1","2.85","7.27"%,
"Advances in Applied Mechanics","ADV APPL MECH","ACADEMIC PRESS INC ELSEVIER SCIENCE","0065-2156","N/A","ENGINEERING, MECHANICAL","SCIE","1,622","9","Q1","0.47","0"%,
"Advances in Applied Mechanics","ADV APPL MECH","ACADEMIC PRESS INC ELSEVIER SCIENCE","0065-2156","N/A","MECHANICS","SCIE","1,622","9","Q1","0.47","0"%,
"JOURNAL OF INTERNAL MEDICINE","J INTERN MED","WILEY","0954-6820","1365-2796","MEDICINE, GENERAL & INTERNAL","SCIE","13,801","8.989","Q1","2.34","28.82"%,
"NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS","NEUROSCI BIOBEHAV R","PERGAMON-ELSEVIER SCIENCE LTD","0149-7634","1873-7528","BEHAVIORAL SCIENCES","SCIE","36,527","8.989","Q1","1.34","16.88"%,
"NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS","NEUROSCI BIOBEHAV R","PERGAMON-ELSEVIER SCIENCE LTD","0149-7634","1873-7528","NEUROSCIENCES","SCIE","36,527","8.989","Q1","1.34","16.88"%,
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","WILEY","0021-9630","1469-7610","PSYCHIATRY","SCIE","25,276","8.982","Q1","2.16","27.79"%,
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","WILEY","0021-9630","1469-7610","PSYCHIATRY","SSCI","25,276","8.982","Q1","2.16","27.79"%,
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","WILEY","0021-9630","1469-7610","PSYCHOLOGY","SCIE","25,276","8.982","Q1","2.16","27.79"%,
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","WILEY","0021-9630","1469-7610","PSYCHOLOGY, DEVELOPMENTAL","SSCI","25,276","8.982","Q1","2.16","27.79"%,
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","ISPRS J PHOTOGRAMM","ELSEVIER","0924-2716","1872-8235","GEOGRAPHY, PHYSICAL","SCIE","18,026","8.979","Q1","2.17","11.8"%,
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","ISPRS J PHOTOGRAMM","ELSEVIER","0924-2716","1872-8235","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","18,026","8.979","Q1","2.17","11.8"%,
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","ISPRS J PHOTOGRAMM","ELSEVIER","0924-2716","1872-8235","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","18,026","8.979","Q1","2.17","11.8"%,
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","ISPRS J PHOTOGRAMM","ELSEVIER","0924-2716","1872-8235","REMOTE SENSING","SCIE","18,026","8.979","Q1","2.17","11.8"%,
"IEEE Transactions on Smart Grid","IEEE T SMART GRID","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1949-3053","1949-3061","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","32,421","8.96","Q1","2.85","12.38"%,
"Brain Stimulation","BRAIN STIMUL","ELSEVIER SCIENCE INC","1935-861X","1876-4754","CLINICAL NEUROLOGY","SCIE","9,206","8.955","Q1","1.76","48.26"%,
"Brain Stimulation","BRAIN STIMUL","ELSEVIER SCIENCE INC","1935-861X","1876-4754","NEUROSCIENCES","SCIE","9,206","8.955","Q1","1.76","48.26"%,
"Acta Biomaterialia","ACTA BIOMATER","ELSEVIER SCI LTD","1742-7061","1878-7568","ENGINEERING, BIOMEDICAL","SCIE","51,403","8.947","Q1","1.76","7.95"%,
"Acta Biomaterialia","ACTA BIOMATER","ELSEVIER SCI LTD","1742-7061","1878-7568","MATERIALS SCIENCE, BIOMATERIALS","SCIE","51,403","8.947","Q1","1.76","7.95"%,
"PSYCHOLOGICAL REVIEW","PSYCHOL REV","AMER PSYCHOLOGICAL ASSOC","0033-295X","1939-1471","PSYCHOLOGY","SCIE","35,190","8.934","Q1","2.93","11.76"%,
"PSYCHOLOGICAL REVIEW","PSYCHOL REV","AMER PSYCHOLOGICAL ASSOC","0033-295X","1939-1471","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","35,190","8.934","Q1","2.93","11.76"%,
"Annual Review of Genomics and Human Genetics","ANNU REV GENOM HUM G","ANNUAL REVIEWS","1527-8204","1545-293X","GENETICS & HEREDITY","SCIE","3,238","8.929","Q1","1","5.97"%,
"ChemSusChem","CHEMSUSCHEM","WILEY-V C H VERLAG GMBH","1864-5631","1864-564X","CHEMISTRY, MULTIDISCIPLINARY","SCIE","34,732","8.928","Q1","1.4","10.68"%,
"ChemSusChem","CHEMSUSCHEM","WILEY-V C H VERLAG GMBH","1864-5631","1864-564X","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","34,732","8.928","Q1","1.4","10.68"%,
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","1,470","8.923","Q1","4.26","3.57"%,
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","1,470","8.923","Q1","4.26","3.57"%,
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","VETERINARY SCIENCES","SCIE","1,470","8.923","Q1","4.26","3.57"%,
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","ZOOLOGY","SCIE","1,470","8.923","Q1","4.26","3.57"%,
"Nano Research","NANO RES","TSINGHUA UNIV PRESS","1998-0124","1998-0000","CHEMISTRY, PHYSICAL","SCIE","23,150","8.897","Q1","1.47","3.53"%,
"Nano Research","NANO RES","TSINGHUA UNIV PRESS","1998-0124","1998-0000","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","23,150","8.897","Q1","1.47","3.53"%,
"Nano Research","NANO RES","TSINGHUA UNIV PRESS","1998-0124","1998-0000","NANOSCIENCE & NANOTECHNOLOGY","SCIE","23,150","8.897","Q1","1.47","3.53"%,
"Nano Research","NANO RES","TSINGHUA UNIV PRESS","1998-0124","1998-0000","PHYSICS, APPLIED","SCIE","23,150","8.897","Q1","1.47","3.53"%,
"Molecular Therapy-Nucleic Acids","MOL THER-NUCL ACIDS","CELL PRESS","2162-2531","2162-2531","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","8,812","8.886","Q1","2.29","98.43"%,
"Journal of Allergy and Clinical Immunology-In Practice","J ALLER CL IMM-PRACT","ELSEVIER","2213-2198","2213-2201","ALLERGY","SCIE","9,255","8.861","Q1","1.55","10.07"%,
"Journal of Allergy and Clinical Immunology-In Practice","J ALLER CL IMM-PRACT","ELSEVIER","2213-2198","2213-2201","IMMUNOLOGY","SCIE","9,255","8.861","Q1","1.55","10.07"%,
"AMERICAN JOURNAL OF KIDNEY DISEASES","AM J KIDNEY DIS","W B SAUNDERS CO-ELSEVIER INC","0272-6386","1523-6838","UROLOGY & NEPHROLOGY","SCIE","27,640","8.86","Q1","2.37","8.46"%,
"Circulation-Heart Failure","CIRC-HEART FAIL","LIPPINCOTT WILLIAMS & WILKINS","1941-3289","1941-3297","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","9,005","8.846","Q1","1.68","4.26"%,
"INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE","INT J ENG SCI","PERGAMON-ELSEVIER SCIENCE LTD","0020-7225","1879-2197","ENGINEERING, MULTIDISCIPLINARY","SCIE","13,252","8.843","Q1","3.57","4.97"%,
"European Respiratory Review","EUR RESPIR REV","EUROPEAN RESPIRATORY SOC JOURNALS LTD","0905-9180","1600-0617","RESPIRATORY SYSTEM","SCIE","4,369","8.839","Q1","1.59","97.99"%,
"CALIFORNIA MANAGEMENT REVIEW","CALIF MANAGE REV","SAGE PUBLICATIONS INC","0008-1256","2162-8564","BUSINESS","SSCI","7,459","8.836","Q1","1.78","1.16"%,
