Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of Citable OA
Advances in Industrial and Manufacturing Engineering,ADV IND MANUF ENG,ELSEVIER,2666-9129,2666-9129,"ENGINEERING, INDUSTRIAL",ESCI,322,3.9,Q2,0.52,98.95%
Advances in Industrial and Manufacturing Engineering,ADV IND MANUF ENG,ELSEVIER,2666-9129,2666-9129,"ENGINEERING, MANUFACTURING",ESCI,322,3.9,Q2,0.52,98.95%
Translational Stroke Research,TRANSL STROKE RES,SPRINGER,1868-4483,1868-601X,NEUROSCIENCES,SCIE,"4,024",3.8,Q2,1.3,28.48%
Journal of Information Security and Applications,J INF SECUR APPL,ELSEVIER,2214-2126,2214-2134,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"4,034",3.8,Q2,1.16,8.24%
Bulletin of Earthquake Engineering,B EARTHQ ENG,SPRINGER,1570-761X,1573-1456,"ENGINEERING, GEOLOGICAL",SCIE,"9,545",3.8,Q2,1.14,31.57%
JOURNAL OF COMPUTATIONAL PHYSICS,J COMPUT PHYS,ACADEMIC PRESS INC ELSEVIER SCIENCE,0021-9991,1090-2716,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"65,825",3.8,Q2,1.13,14.05%
Sustainable Computing-Informatics & Systems,SUSTAIN COMPUT-INFOR,ELSEVIER,2210-5379,2210-5387,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"2,436",3.8,Q2,1.1,5.40%
IEEE JOURNAL OF OCEANIC ENGINEERING,IEEE J OCEANIC ENG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0364-9059,1558-1691,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"6,569",3.8,Q2,1.09,13.21%
IEEE JOURNAL OF OCEANIC ENGINEERING,IEEE J OCEANIC ENG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0364-9059,1558-1691,"ENGINEERING, OCEAN",SCIE,"6,569",3.8,Q2,1.09,13.21%
IEEE TRANSACTIONS ON POWER DELIVERY,IEEE T POWER DELIVER,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0885-8977,1937-4208,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"22,486",3.8,Q2,1.07,3.35%
AMERICAN JOURNAL OF INFECTION CONTROL,AM J INFECT CONTROL,MOSBY-ELSEVIER,0196-6553,1527-3296,INFECTIOUS DISEASES,SCIE,"10,836",3.8,Q2,1.06,22.34%
HUMAN GENETICS,HUM GENET,SPRINGER,0340-6717,1432-1203,GENETICS & HEREDITY,SCIE,"8,968",3.8,Q2,1.03,37.92%
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,ELSEVIER,0950-5849,1873-6025,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"7,052",3.8,Q2,1.01,24.08%
OPTICAL MATERIALS,OPT MATER,ELSEVIER,0925-3467,1873-1252,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"27,063",3.8,Q2,1.01,1.79%
Journal of Functional Foods,J FUNCT FOODS,ELSEVIER,1756-4646,2214-9414,FOOD SCIENCE & TECHNOLOGY,SCIE,"22,347",3.8,Q2,1,97.46%
Journal of Functional Foods,J FUNCT FOODS,ELSEVIER,1756-4646,2214-9414,NUTRITION & DIETETICS,SCIE,"22,347",3.8,Q2,1,97.46%
International Journal of Social Robotics,INT J SOC ROBOT,SPRINGER,1875-4791,1875-4805,ROBOTICS,SCIE,"4,472",3.8,Q2,0.99,53.95%
Human Genomics,HUM GENOMICS,BMC,1473-9542,1479-7364,GENETICS & HEREDITY,SCIE,"2,107",3.8,Q2,0.98,99.59%
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,AM J PHARM EDUC,ELSEVIER,0002-9459,1553-6467,PHARMACOLOGY & PHARMACY,SCIE,"6,433",3.8,Q2,0.97,80.05%
IEEE Transactions on Biomedical Circuits and Systems,IEEE T BIOMED CIRC S,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1932-4545,1940-9990,"ENGINEERING, BIOMEDICAL",SCIE,"5,266",3.8,Q2,0.96,9.06%
IEEE Transactions on Biomedical Circuits and Systems,IEEE T BIOMED CIRC S,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1932-4545,1940-9990,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"5,266",3.8,Q2,0.96,9.06%
JOURNAL OF INORGANIC BIOCHEMISTRY,J INORG BIOCHEM,ELSEVIER SCIENCE INC,0162-0134,1873-3344,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"11,947",3.8,Q2,0.96,11.04%
CLIMATE DYNAMICS,CLIM DYNAM,SPRINGER,0930-7575,1432-0894,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"28,390",3.8,Q2,0.95,30.83%
Visual Informatics,VIS INFORM,ELSEVIER,2468-502X,2468-502X,"COMPUTER SCIENCE, INFORMATION SYSTEMS",ESCI,527,3.8,Q2,0.85,97.89%
Visual Informatics,VIS INFORM,ELSEVIER,2468-502X,2468-502X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",ESCI,527,3.8,Q2,0.85,97.89%
Atmospheric Environment-X,ATMOS ENVIRON-X,ELSEVIER SCI LTD,N/A,2590-1621,ENVIRONMENTAL SCIENCES,ESCI,737,3.8,Q2,0.84,93.80%
Atmospheric Environment-X,ATMOS ENVIRON-X,ELSEVIER SCI LTD,N/A,2590-1621,METEOROLOGY & ATMOSPHERIC SCIENCES,ESCI,737,3.8,Q2,0.84,93.80%
ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,ARCH BIOCHEM BIOPHYS,ELSEVIER SCIENCE INC,0003-9861,1096-0384,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"22,400",3.8,Q2,0.83,13.36%
Geoenvironmental Disasters,GEOENVIRONMENTAL DIS,SPRINGERNATURE,N/A,2197-8670,ENVIRONMENTAL SCIENCES,ESCI,937,3.8,Q2,0.83,100%
Remote Sensing Applications-Society and Environment,REMOTE SENS APPL,ELSEVIER,2352-9385,2352-9385,ENVIRONMENTAL SCIENCES,ESCI,"3,765",3.8,Q2,0.82,16.08%
Remote Sensing Applications-Society and Environment,REMOTE SENS APPL,ELSEVIER,2352-9385,2352-9385,REMOTE SENSING,ESCI,"3,765",3.8,Q2,0.82,16.08%
Journal of Advanced Joining Processes,J ADV JOIN PROCESS,ELSEVIER,2666-3309,2666-3309,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,532,3.8,Q2,0.81,99.24%
Vacuum,VACUUM,PERGAMON-ELSEVIER SCIENCE LTD,0042-207X,1879-2715,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"21,177",3.8,Q2,0.8,3.81%
Vacuum,VACUUM,PERGAMON-ELSEVIER SCIENCE LTD,0042-207X,1879-2715,"PHYSICS, APPLIED",SCIE,"21,177",3.8,Q2,0.8,3.81%
MOLECULAR AND CELLULAR ENDOCRINOLOGY,MOL CELL ENDOCRINOL,ELSEVIER IRELAND LTD,0303-7207,1872-8057,CELL BIOLOGY,SCIE,"16,134",3.8,Q2,0.78,16.84%
MOLECULAR AND CELLULAR ENDOCRINOLOGY,MOL CELL ENDOCRINOL,ELSEVIER IRELAND LTD,0303-7207,1872-8057,ENDOCRINOLOGY & METABOLISM,SCIE,"16,134",3.8,Q2,0.78,16.84%
COLD REGIONS SCIENCE AND TECHNOLOGY,COLD REG SCI TECHNOL,ELSEVIER,0165-232X,1872-7441,"ENGINEERING, ENVIRONMENTAL",SCIE,"9,970",3.8,Q2,0.76,14.31%
One Health Outlook,ONE HEALTH OUTLOOK,BMC,2524-4655,2524-4655,INFECTIOUS DISEASES,ESCI,295,3.8,Q2,0.73,98.15%
One Health Outlook,ONE HEALTH OUTLOOK,BMC,2524-4655,2524-4655,MICROBIOLOGY,ESCI,295,3.8,Q2,0.73,98.15%
Utilities Policy,UTIL POLICY,ELSEVIER SCI LTD,0957-1787,1878-4356,ENVIRONMENTAL SCIENCES,SCIE,"3,312",3.8,Q2,0.7,21.89%
Utilities Policy,UTIL POLICY,ELSEVIER SCI LTD,0957-1787,1878-4356,ENVIRONMENTAL STUDIES,SSCI,"3,312",3.8,Q2,0.7,21.89%
Chemical Engineering and Processing-Process Intensification,CHEM ENG PROCESS,ELSEVIER SCIENCE SA,0255-2701,1873-3204,"ENGINEERING, CHEMICAL",SCIE,"12,958",3.8,Q2,0.63,7.67%
Current Developments in Nutrition,CURR DEV NUTR,ELSEVIER SCIENCE INC,2475-2991,2475-2991,NUTRITION & DIETETICS,ESCI,"2,594",3.8,Q2,0.6,91.76%
CURRENT TREATMENT OPTIONS IN ONCOLOGY,CURR TREAT OPTION ON,SPRINGER,1527-2729,1534-6277,ONCOLOGY,SCIE,"3,390",3.8,Q2,0.59,21.04%
Chemical Physics Impact,CHEM PHYS IMPACT,ELSEVIER,2667-0224,2667-0224,"CHEMISTRY, PHYSICAL",ESCI,853,3.8,Q2,0.57,95.22%
Nonlinear Analysis-Hybrid Systems,NONLINEAR ANAL-HYBRI,ELSEVIER SCI LTD,1751-570X,1878-7460,AUTOMATION & CONTROL SYSTEMS,SCIE,"2,954",3.7,Q2,1.54,6.97%
BIOLOGICAL CONTROL,BIOL CONTROL,ACADEMIC PRESS INC ELSEVIER SCIENCE,1049-9644,1090-2112,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"11,495",3.7,Q2,1.35,15.65%
JOURNAL OF BUSINESS AND PSYCHOLOGY,J BUS PSYCHOL,SPRINGER,0889-3268,1573-353X,BUSINESS,SSCI,"5,921",3.7,Q2,1.27,21.32%
JOURNAL OF DAIRY SCIENCE,J DAIRY SCI,ELSEVIER SCIENCE INC,0022-0302,1525-3198,FOOD SCIENCE & TECHNOLOGY,SCIE,"66,796",3.7,Q2,1.25,79.31%
Metabolic Engineering Communications,METAB ENG COMMUN,ELSEVIER,2214-0301,2214-0301,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,832,3.7,Q2,1.15,85.92%
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,ELSEVIER,0169-7439,1873-3239,AUTOMATION & CONTROL SYSTEMS,SCIE,"11,249",3.7,Q2,1.14,16.36%
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,ELSEVIER,0169-7439,1873-3239,"CHEMISTRY, ANALYTICAL",SCIE,"11,249",3.7,Q2,1.14,16.36%
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,ELSEVIER,0169-7439,1873-3239,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"11,249",3.7,Q2,1.14,16.36%
IEEE Consumer Electronics Magazine,IEEE CONSUM ELECTR M,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2162-2248,2162-2256,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",SCIE,"1,755",3.7,Q2,1.14,0.48%
IEEE Consumer Electronics Magazine,IEEE CONSUM ELECTR M,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2162-2248,2162-2256,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"1,755",3.7,Q2,1.14,0.48%
IEEE Consumer Electronics Magazine,IEEE CONSUM ELECTR M,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2162-2248,2162-2256,TELECOMMUNICATIONS,SCIE,"1,755",3.7,Q2,1.14,0.48%
IEEE Journal on Emerging and Selected Topics in Circuits and Systems,IEEE J EM SEL TOP C,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2156-3357,2156-3365,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"2,331",3.7,Q2,1.1,8.98%
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,J FRANKLIN I,PERGAMON-ELSEVIER SCIENCE LTD,0016-0032,1879-2693,AUTOMATION & CONTROL SYSTEMS,SCIE,"14,797",3.7,Q2,1.08,1.74%
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,J FRANKLIN I,PERGAMON-ELSEVIER SCIENCE LTD,0016-0032,1879-2693,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"14,797",3.7,Q2,1.08,1.74%
BIOLOGICAL PROCEDURES ONLINE,BIOL PROCED ONLINE,BMC,N/A,1480-9222,BIOCHEMICAL RESEARCH METHODS,SCIE,"1,281",3.7,Q2,1.05,100%
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,ELSEVIER IRELAND LTD,1386-5056,1872-8243,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"9,217",3.7,Q2,1.05,28.39%
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,ELSEVIER IRELAND LTD,1386-5056,1872-8243,MEDICAL INFORMATICS,SCIE,"9,217",3.7,Q2,1.05,28.39%
NEUROBIOLOGY OF AGING,NEUROBIOL AGING,ELSEVIER SCIENCE INC,0197-4580,1558-1497,GERIATRICS & GERONTOLOGY,SCIE,"23,445",3.7,Q2,1.05,30.38%
NEUROBIOLOGY OF AGING,NEUROBIOL AGING,ELSEVIER SCIENCE INC,0197-4580,1558-1497,NEUROSCIENCES,SCIE,"23,445",3.7,Q2,1.05,30.38%
EUROPEAN JOURNAL OF HUMAN GENETICS,EUR J HUM GENET,SPRINGERNATURE,1018-4813,1476-5438,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"11,583",3.7,Q2,1.04,51.35%
EUROPEAN JOURNAL OF HUMAN GENETICS,EUR J HUM GENET,SPRINGERNATURE,1018-4813,1476-5438,GENETICS & HEREDITY,SCIE,"11,583",3.7,Q2,1.04,51.35%
CLINICAL NEUROPHYSIOLOGY,CLIN NEUROPHYSIOL,ELSEVIER IRELAND LTD,1388-2457,1872-8952,NEUROSCIENCES,SCIE,"21,123",3.7,Q2,1.02,32.40%
European Review of Aging and Physical Activity,EUR REV AGING PHYS A,SPRINGER HEIDELBERG,1813-7253,1861-6909,GERIATRICS & GERONTOLOGY,SCIE,977,3.7,Q2,0.98,100%
IEEE COMMUNICATIONS LETTERS,IEEE COMMUN LETT,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1089-7798,1558-2558,TELECOMMUNICATIONS,SCIE,"17,922",3.7,Q2,0.98,4.91%
Endocrine Practice,ENDOCR PRACT,ELSEVIER INC,1530-891X,1934-2403,ENDOCRINOLOGY & METABOLISM,SCIE,"5,785",3.7,Q2,0.97,13.27%
EUROPEAN JOURNAL OF SOIL BIOLOGY,EUR J SOIL BIOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1164-5563,1778-3615,SOIL SCIENCE,SCIE,"4,312",3.7,Q2,0.97,12.50%
IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1225,1548-5757,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"22,623",3.7,Q2,0.96,4.10%
IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1225,1548-5757,TELECOMMUNICATIONS,SCIE,"22,623",3.7,Q2,0.96,4.10%
DISPLAYS,DISPLAYS,ELSEVIER,0141-9382,1872-7387,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",SCIE,"2,272",3.7,Q2,0.94,5.66%
DISPLAYS,DISPLAYS,ELSEVIER,0141-9382,1872-7387,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"2,272",3.7,Q2,0.94,5.66%
DISPLAYS,DISPLAYS,ELSEVIER,0141-9382,1872-7387,OPTICS,SCIE,"2,272",3.7,Q2,0.94,5.66%
JOURNAL OF NUTRITION,J NUTR,ELSEVIER SCIENCE INC,0022-3166,1541-6100,NUTRITION & DIETETICS,SCIE,"37,765",3.7,Q2,0.91,34.90%
Journal of Cloud Computing-Advances Systems and Applications,J CLOUD COMPUT-ADV S,SPRINGER,N/A,2192-113X,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"1,420",3.7,Q2,0.9,99.69%
Journal of Global Antimicrobial Resistance,J GLOB ANTIMICROB RE,ELSEVIER SCI LTD,2213-7165,2213-7173,INFECTIOUS DISEASES,SCIE,"5,239",3.7,Q2,0.9,91.67%
Journal of Global Antimicrobial Resistance,J GLOB ANTIMICROB RE,ELSEVIER SCI LTD,2213-7165,2213-7173,PHARMACOLOGY & PHARMACY,SCIE,"5,239",3.7,Q2,0.9,91.67%
JOURNAL OF THE NEUROLOGICAL SCIENCES,J NEUROL SCI,ELSEVIER,0022-510X,1878-5883,NEUROSCIENCES,SCIE,"19,189",3.7,Q2,0.9,15.70%
Electronic Commerce Research,ELECTRON COMMER RES,SPRINGER,1389-5753,1572-9362,BUSINESS,SSCI,"2,272",3.7,Q2,0.88,14.77%
Electronic Commerce Research,ELECTRON COMMER RES,SPRINGER,1389-5753,1572-9362,MANAGEMENT,SSCI,"2,272",3.7,Q2,0.88,14.77%
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,J PHYSIOL BIOCHEM,SPRINGER,1138-7548,1877-8755,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"2,567",3.7,Q2,0.88,22.06%
Annals of Hepatology,ANN HEPATOL,ELSEVIER ESPANA,1665-2681,1665-2681,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"3,577",3.7,Q2,0.87,98.96%
JOURNAL OF PHARMACEUTICAL SCIENCES,J PHARM SCI-US,ELSEVIER SCIENCE INC,0022-3549,1520-6017,"CHEMISTRY, MEDICINAL",SCIE,"26,526",3.7,Q2,0.87,14.75%
JOURNAL OF PHARMACEUTICAL SCIENCES,J PHARM SCI-US,ELSEVIER SCIENCE INC,0022-3549,1520-6017,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"26,526",3.7,Q2,0.87,14.75%
JOURNAL OF PHARMACEUTICAL SCIENCES,J PHARM SCI-US,ELSEVIER SCIENCE INC,0022-3549,1520-6017,PHARMACOLOGY & PHARMACY,SCIE,"26,526",3.7,Q2,0.87,14.75%
Bulletin of Engineering Geology and the Environment,B ENG GEOL ENVIRON,SPRINGER HEIDELBERG,1435-9529,1435-9537,"ENGINEERING, GEOLOGICAL",SCIE,"12,081",3.7,Q2,0.86,5%
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,J ENG TECHNOL MANAGE,ELSEVIER,0923-4748,1879-1719,BUSINESS,SSCI,"1,731",3.7,Q2,0.86,16.49%
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,J ENG TECHNOL MANAGE,ELSEVIER,0923-4748,1879-1719,"ENGINEERING, INDUSTRIAL",SCIE,"1,731",3.7,Q2,0.86,16.49%
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,J ENG TECHNOL MANAGE,ELSEVIER,0923-4748,1879-1719,MANAGEMENT,SSCI,"1,731",3.7,Q2,0.86,16.49%
Brain Behavior & Immunity-Health,BRAIN BEHAV IMMUN-HL,ELSEVIER,2666-3546,2666-3546,IMMUNOLOGY,ESCI,"1,960",3.7,Q2,0.84,94.81%
Brain Behavior & Immunity-Health,BRAIN BEHAV IMMUN-HL,ELSEVIER,2666-3546,2666-3546,NEUROSCIENCES,ESCI,"1,960",3.7,Q2,0.84,94.81%
NEUROCHEMICAL RESEARCH,NEUROCHEM RES,SPRINGER/PLENUM PUBLISHERS,0364-3190,1573-6903,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"13,246",3.7,Q2,0.84,13.68%
NEUROCHEMICAL RESEARCH,NEUROCHEM RES,SPRINGER/PLENUM PUBLISHERS,0364-3190,1573-6903,NEUROSCIENCES,SCIE,"13,246",3.7,Q2,0.84,13.68%
IEEE TRANSACTIONS ON NANOBIOSCIENCE,IEEE T NANOBIOSCI,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1241,1558-2639,BIOCHEMICAL RESEARCH METHODS,SCIE,"2,300",3.7,Q2,0.83,6.01%
Current Research in Environmental Sustainability,CURR RES ENVIRON SUS,ELSEVIER,2666-0490,2666-0490,ENVIRONMENTAL SCIENCES,ESCI,785,3.7,Q2,0.82,98.95%
Current Research in Environmental Sustainability,CURR RES ENVIRON SUS,ELSEVIER,2666-0490,2666-0490,ENVIRONMENTAL STUDIES,ESCI,785,3.7,Q2,0.82,98.95%
Egyptian Journal of Remote Sensing and Space Sciences,EGYPT J REMOTE SENS,ELSEVIER,1110-9823,2090-2476,ENVIRONMENTAL SCIENCES,SCIE,"2,347",3.7,Q2,0.82,95.32%
Egyptian Journal of Remote Sensing and Space Sciences,EGYPT J REMOTE SENS,ELSEVIER,1110-9823,2090-2476,REMOTE SENSING,SCIE,"2,347",3.7,Q2,0.82,95.32%
IEEE MICROWAVE MAGAZINE,IEEE MICROW MAG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1527-3342,1557-9581,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"2,799",3.7,Q2,0.82,0%
IEEE MICROWAVE MAGAZINE,IEEE MICROW MAG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1527-3342,1557-9581,TELECOMMUNICATIONS,SCIE,"2,799",3.7,Q2,0.82,0%
CYTOTHERAPY,CYTOTHERAPY,ELSEVIER SCI LTD,1465-3249,1477-2566,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"6,947",3.7,Q2,0.81,32.03%
CYTOTHERAPY,CYTOTHERAPY,ELSEVIER SCI LTD,1465-3249,1477-2566,CELL & TISSUE ENGINEERING,SCIE,"6,947",3.7,Q2,0.81,32.03%
CYTOTHERAPY,CYTOTHERAPY,ELSEVIER SCI LTD,1465-3249,1477-2566,CELL BIOLOGY,SCIE,"6,947",3.7,Q2,0.81,32.03%
CYTOTHERAPY,CYTOTHERAPY,ELSEVIER SCI LTD,1465-3249,1477-2566,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"6,947",3.7,Q2,0.81,32.03%
MOLECULAR GENETICS AND METABOLISM,MOL GENET METAB,ACADEMIC PRESS INC ELSEVIER SCIENCE,1096-7192,1096-7206,ENDOCRINOLOGY & METABOLISM,SCIE,"8,212",3.7,Q2,0.81,31.48%
MOLECULAR GENETICS AND METABOLISM,MOL GENET METAB,ACADEMIC PRESS INC ELSEVIER SCIENCE,1096-7192,1096-7206,GENETICS & HEREDITY,SCIE,"8,212",3.7,Q2,0.81,31.48%
MOLECULAR GENETICS AND METABOLISM,MOL GENET METAB,ACADEMIC PRESS INC ELSEVIER SCIENCE,1096-7192,1096-7206,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"8,212",3.7,Q2,0.81,31.48%
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,EUR J CLIN MICROBIOL,SPRINGER,0934-9723,1435-4373,INFECTIOUS DISEASES,SCIE,"11,100",3.7,Q2,0.79,35.66%
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,EUR J CLIN MICROBIOL,SPRINGER,0934-9723,1435-4373,MICROBIOLOGY,SCIE,"11,100",3.7,Q2,0.79,35.66%
IEEE Journal of Translational Engineering in Health and Medicine,IEEE J TRANSL ENG HE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2168-2372,2168-2372,"ENGINEERING, BIOMEDICAL",SCIE,"1,425",3.7,Q2,0.79,96.27%
Current HIV/AIDS Reports,CURR HIV-AIDS REP,SPRINGER,1548-3568,1548-3576,INFECTIOUS DISEASES,SCIE,"2,344",3.7,Q2,0.78,30.14%
Phenomics,PHENOMICS,SPRINGERNATURE,2730-583X,2730-5848,GENETICS & HEREDITY,ESCI,284,3.7,Q2,0.78,27.93%
PROCESS BIOCHEMISTRY,PROCESS BIOCHEM,ELSEVIER SCI LTD,1359-5113,1873-3298,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"19,343",3.7,Q2,0.78,3.48%
PROCESS BIOCHEMISTRY,PROCESS BIOCHEM,ELSEVIER SCI LTD,1359-5113,1873-3298,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"19,343",3.7,Q2,0.78,3.48%
PROCESS BIOCHEMISTRY,PROCESS BIOCHEM,ELSEVIER SCI LTD,1359-5113,1873-3298,"ENGINEERING, CHEMICAL",SCIE,"19,343",3.7,Q2,0.78,3.48%
Biochemical Engineering Journal,BIOCHEM ENG J,ELSEVIER,1369-703X,1873-295X,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"12,780",3.7,Q2,0.76,7.17%
Biochemical Engineering Journal,BIOCHEM ENG J,ELSEVIER,1369-703X,1873-295X,"ENGINEERING, CHEMICAL",SCIE,"12,780",3.7,Q2,0.76,7.17%
AUTONOMOUS ROBOTS,AUTON ROBOT,SPRINGER,0929-5593,1573-7527,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"4,682",3.7,Q2,0.74,35.14%
AUTONOMOUS ROBOTS,AUTON ROBOT,SPRINGER,0929-5593,1573-7527,ROBOTICS,SCIE,"4,682",3.7,Q2,0.74,35.14%
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,ARCH ENVIRON CON TOX,SPRINGER,0090-4341,1432-0703,ENVIRONMENTAL SCIENCES,SCIE,"7,294",3.7,Q2,0.73,12.90%
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,ARCH ENVIRON CON TOX,SPRINGER,0090-4341,1432-0703,TOXICOLOGY,SCIE,"7,294",3.7,Q2,0.73,12.90%
Materials Today Communications,MATER TODAY COMMUN,ELSEVIER,N/A,2352-4928,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"21,748",3.7,Q2,0.68,4.42%
CYTOKINE,CYTOKINE,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1043-4666,1096-0023,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"13,149",3.7,Q2,0.66,14.74%
CYTOKINE,CYTOKINE,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1043-4666,1096-0023,CELL BIOLOGY,SCIE,"13,149",3.7,Q2,0.66,14.74%
CYTOKINE,CYTOKINE,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1043-4666,1096-0023,IMMUNOLOGY,SCIE,"13,149",3.7,Q2,0.66,14.74%
Cleaner and Responsible Consumption,CLEAN RESPONS CONSUM,ELSEVIER,2666-7843,2666-7843,ENVIRONMENTAL SCIENCES,ESCI,416,3.7,Q2,0.64,94.70%
Cleaner and Responsible Consumption,CLEAN RESPONS CONSUM,ELSEVIER,2666-7843,2666-7843,ENVIRONMENTAL STUDIES,ESCI,416,3.7,Q2,0.64,94.70%
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,SPRINGER,1433-7541,1433-755X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"2,171",3.7,Q2,0.64,8.53%
CHEMICAL ENGINEERING RESEARCH & DESIGN,CHEM ENG RES DES,ELSEVIER,0263-8762,1744-3563,"ENGINEERING, CHEMICAL",SCIE,"18,906",3.7,Q2,0.61,9.60%
