Position,Institution,Country/territory,Count,Share
8156,Anhui CryoPioneer Biotechnology Company Limited,China,1,0.041666667
8156,Protoga Biotech Ltd.,China,1,0.041666667
8156,Yanghua Chuangwei (Sichuan) Innovation Technologies,China,1,0.041666667
8156,Linping Traditional Chinese Medicine Hospital,China,1,0.041666667
8156,Dexing Research and Training Center of Chinese Medical Sciences,China,1,0.041666667
8156,Lvshunkou Traditional Chinese Medicine Hospital,China,1,0.041666667
8156,Donggang Central Hospital,China,1,0.041666667
8156,Tonghua Vascular Disease Hospital,China,1,0.041666667
8156,Ulanqab Central Hospital,China,1,0.041666667
8156,Linghai Dalinghe Hospital,China,1,0.041666667
8156,Togtoh County Hospital,China,1,0.041666667
8156,Fuqing Affiliated Hospital of Fujian Medical University,China,1,0.041666667
8156,Tieling County Central Hospital,China,1,0.041666667
8156,Tongliao People's Hospital,China,1,0.041666667
8156,The First People's Hospital of Jiashan,China,1,0.041666667
8156,"Xi’an Taijin New Energy & Materials Sci‑Tech Co., Ltd.",China,1,0.041666667
8157,St. Joseph's Health,United States of America (USA),3,0.041564101
8158,Instituto Cardiovascular de Rosario (ICR),Argentina,2,0.041467305
8158,Clinical Studies Latin America (ECLA),Argentina,2,0.041467305
8159,"Azienda Ospedaliera Universitaria Policlinico ""Paolo Giaccone""",Italy,2,0.041452991
8160,Ardabil University of Medical Sciences,Iran,2,0.041428898
8161,South East Water Corporation,Australia,2,0.041269841
8162,St Vincenz-Hospital,Germany,2,0.041241497
8163,Grupo Español de Cáncer de Ovario (GEICO),Spain,3,0.041220238
8164,Epilepsy Center Kleinwachau,Germany,4,0.041061121
8165,Universidad Continental,Peru,2,0.041035951
8166,King Edward Memorial Hospital,Pakistan,3,0.041002573
8167,Ya'an People's Hospital,China,2,0.0409699
8168,Hospital Clínica Bíblica,Costa Rica,2,0.040958738
8169,National University Arturo Jauretche (UNAJ),Argentina,4,0.040940131
8170,Bruker Spatial Biology,United States of America (USA),1,0.040816327
8170,Fujian Health College,China,1,0.040816327
8170,ESS Bilbao,Spain,1,0.040816327
8170,Banat's University of Agricultural Sciences and Veterinary Medicine King Michael I of Romania from Timișoara (USAMVBT),Romania,1,0.040816327
8170,EUBREAST,Italy,1,0.040816327
8170,Chigene (Beijing) Translational Medical Research Center,China,1,0.040816327
8170,Longgang Ear-Nose-Throat (ENT) Hospital,China,1,0.040816327
8170,Arvalis – Institut du Végétal,France,1,0.040816327
8171,ONEOMICS Pvt. Ltd.,India,2,0.040797448
8172,Washington and Jefferson College (W&J),United States of America (USA),3,0.04078886
8173,Segeberger Kliniken GmbH,Germany,2,0.040591398
8174,Asfendiyarov Kazakh National Medical University (KazNMU),Kazakhstan,6,0.040529257
8175,Complejo Hospitalario Universitario de Badajoz,Spain,2,0.040507365
8176,Dire Dawa University,Ethiopia,3,0.040415662
8177,WakeMed Health and Hospitals,United States of America (USA),2,0.040408163
8178,Philippines Department of Health (DOH),Philippines,2,0.040345543
8179,Nebraska Cancer Specialists,United States of America (USA),2,0.040257649
8180,Meiji Gakuin University,Japan,2,0.040204678
8181,Xiamen Changgung Hospital,China,1,0.040178571
8182,Yangquan Coal Industry Group,China,1,0.040133779
8182,Inner Mongolia Forestry General Hospital,China,1,0.040133779
8183,Matsue Red Cross Hospital,Japan,2,0.040132476
8184,Midlands Partnership NHS Foundation Trust,United Kingdom (UK),3,0.040073547
8185,Abu Dhabi Health Services Company (SEHA),United Arab Emirates,2,0.040016006
8186,Onkologie Ravensburg,Germany,1,0.04
8186,Zaporizhzhia Regional Clinical Hospital,Ukraine,1,0.04
8186,Zaporizhzhia State Medical and Pharmaceutical University (ZSMPhU),Ukraine,1,0.04
8186,Merefa Central District Hospital,Ukraine,1,0.04
8186,Fundación Marqués de Valdecilla (FMDV),Spain,1,0.04
8186,Zoobotánico Jerez,Spain,1,0.04
8186,Cordoba Zoo Conservation Center,Spain,1,0.04
8186,University Hospital of Puerto Real,Spain,1,0.04
8186,Vinnytsya Regional Phthisiopulmonology Center,Ukraine,1,0.04
8186,Military Institute of Medicine and Health Services,Poland,1,0.04
8186,Treant Zorggroep Hospital,Netherlands,1,0.04
8186,Breast Cancer Association Netherlands (BVN),Netherlands,1,0.04
8186,Andros Clinics,Netherlands,1,0.04
8186,Fertility Clinic Twente BV,Netherlands,1,0.04
8186,National Museum of Natural History,Malta,1,0.04
8186,Superintendence of Cultural Heritage,Malta,1,0.04
8186,Ospedale Santobono-Pausilipon,Italy,1,0.04
8186,Perelyn,Germany,1,0.04
8186,German Registry for Hematopoietic Stem Cell Transplantation and Cell Therapy (DRST),Germany,1,0.04
8186,Hospital Fulda,Germany,1,0.04
8186,Clinic Saint-Jean,Belgium,1,0.04
8186,Anatomic Incorporated,United States of America (USA),1,0.04
8186,Medinvest Institute of Hematology,Georgia,1,0.04
8186,Millennium Nucleus of Ion Channels-Associated Diseases (MiNICAD),Chile,1,0.04
8186,Centro de Pesquisa Clinica em Oncologia (ONCOSITE),Brazil,1,0.04
8186,Clínica de Tratamento E em Cuiabá,Brazil,1,0.04
8186,St. Louis City Department of Health,United States of America (USA),1,0.04
8186,Minnesota Oncology,United States of America (USA),1,0.04
8186,Northwest Cancer Specialists PC,United States of America (USA),1,0.04
8186,Sansum Clinic,United States of America (USA),1,0.04
8186,Stormont Vail Health,United States of America (USA),1,0.04
8186,Enigma Biomedical Group,United States of America (USA),1,0.04
8186,Priory Medical Group,United Kingdom (UK),1,0.04
8186,International Crane Foundation (ICF),United States of America (USA),1,0.04
8186,OPEN Health,United States of America (USA),1,0.04
8186,"Pharming Healthcare, Inc.",United States of America (USA),1,0.04
8186,Puget Sound Restoration Fund,United States of America (USA),1,0.04
8186,Tijuana River National Estuarine Research Reserve,United States of America (USA),1,0.04
8186,Skagit Regional Health,United States of America (USA),1,0.04
8186,Spinal Muscular Atrophy Foundation (SMA Foundation),United States of America (USA),1,0.04
8186,"AQI, Inc.",United States of America (USA),1,0.04
8186,"Zapata Computing, Inc.",United States of America (USA),1,0.04
8186,Regions Hospital,United States of America (USA),1,0.04
8186,"Shandong Qilu Stem Cell Engineering Co., Ltd.",China,1,0.04
8186,Universitas Pendidikan Indonesia,Indonesia,1,0.04
8186,Dingyuan General Hospital,China,1,0.04
8186,Central Hospital of Jingmen,China,1,0.04
8186,Haiyan People's Hospital,China,1,0.04
8186,Fuyang Tumour Hospital,China,1,0.04
8186,First People's Hospital of Yongkang,China,1,0.04
8186,The Fourth Hospital of Liuan,China,1,0.04
8186,Huaibei Miners General Hospital,China,1,0.04
8186,Gaomi No. Fifth High School,China,1,0.04
8186,Loudi Central Hospital,China,1,0.04
8186,St. Marien Amberg Hospital,Germany,1,0.04
8186,Yanan Central Hospital,China,1,0.04
8186,Orange Health Service,Australia,1,0.04
8186,National Institute for Scientific and Industrial Research (NISIR),Zambia,1,0.04
8186,Quality & Equity HealthCare,Rwanda,1,0.04
8186,Ebonyi State University,Nigeria,1,0.04
8186,University of Calabar,Nigeria,1,0.04
8186,Busia County Government,Kenya,1,0.04
8186,Definitive Healthcare,United States of America (USA),1,0.04
8186,Olink Proteomics,Sweden,1,0.04
8186,School for International Training (SIT),United States of America (USA),1,0.04
8186,Ehime Prefectural Central Hospital,Japan,1,0.04
8186,ClinAssess Gesellschaft für klinische Forschung mbH,Germany,1,0.04
8186,Cellitinnen-Krankenhaus St. Petrus,Germany,1,0.04
8186,VK&K Studien GbR,Germany,1,0.04
8186,Anavo Therapeutics GmbH,Germany,1,0.04
8186,Vanudis,Germany,1,0.04
8186,Technical University of Applied Sciences Wildau (TH Wildau),Germany,1,0.04
8186,Clinique Saint Hilaire Rouen,France,1,0.04
8186,AZ Sint-Maarten,Belgium,1,0.04
8186,P95,Belgium,1,0.04
8186,Wilhelminenspital,Austria,1,0.04
8186,St. Josef Hospital Vienna,Austria,1,0.04
8186,Affidea BV,Netherlands,1,0.04
8186,Immunodiagnostic Systems Ltd,United Kingdom (UK),1,0.04
8186,SOARABILITY PTE. LTD.,Singapore,1,0.04
8186,Panasia Surgery,Singapore,1,0.04
8186,National Cancer Center,Mongolia,1,0.04
8186,Iwakuni Clinical Center,Japan,1,0.04
8186,Joetsu General Hospital,Japan,1,0.04
8186,Aichi University of Education,Japan,1,0.04
8186,Kochi Health Sciences Center,Japan,1,0.04
8187,University of Tripoli (UT),Libya,6,0.039911545
8188,University Clinical Center of Kosovo,Kosovo,2,0.039812646
8189,Plancius Research LLC,United States of America (USA),2,0.039807384
8190,African Aquatic Conservation Fund,United States of America (USA),2,0.039787798
8191,Federal Center for Technological Education Celso Suckow da Fonseca (CEFET-RJ),Brazil,24,0.039739784
8192,Fonna Hospital Trust,Norway,3,0.03971557
8193,Rivian,United States of America (USA),1,0.03968254
8194,Universitas Negeri Malang (UM),Indonesia,3,0.039636978
8195,Greater Poland Cancer Centre (WCO),Poland,2,0.039615846
8196,Centre Hospitalier Régional De Namur,Belgium,2,0.039607843
8197,Northampton General Hospital NHS Trust,United Kingdom (UK),2,0.039583333
8198,Indianapolis Neurosurgical Group Pc,United States of America (USA),3,0.03953265
8199,CureApp,Japan,1,0.039473684
8199,Okayama Psychiatric Medical Center,Japan,1,0.039473684
8199,North York Diagnostic and Cardiac Centre,Canada,1,0.039473684
8200,Saitama Cardiovascular and Respiratory Center,Japan,2,0.039450704
8201,Fundación Centro Investigación Enfermedades Neurológicas (Fundación CIEN),Spain,4,0.039406517
8202,Universidad Nacional de La Rioja (UNLaR),Argentina,2,0.039393939
8203,Austrian Breast and Colorectal Cancer Study Group (ABCSG),Austria,5,0.03924219
8204,Diamond Materials GmbH,Germany,1,0.039215686
8204,S. Toraighyrov Pavlodar State University (PSU),Kazakhstan,1,0.039215686
8204,Regional Government of the Azores,Portugal,1,0.039215686
8204,Hellenic Agricultural Organization (HAO-DEMETER),Greece,1,0.039215686
8205,University of Northampton,United Kingdom (UK),2,0.03908046
8206,Fish Fondler,Australia,2,0.039015152
8207,Bnai Zion Medical Center,Israel,3,0.038985507
8208,"I.M. Systems Group, Inc. (IMSG)",United States of America (USA),2,0.038961039
8208,The Institute for Global Environmental Strategies,United States of America (USA),2,0.038961039
8208,Ball Corporation,United States of America (USA),2,0.038961039
8208,Achikondi Women Clinic,Malawi,1,0.038961039
8208,EcamRicert S.r.l.,Italy,1,0.038961039
8209,Mint Neurotechnologies Ltd.,United Kingdom (UK),1,0.038888889
8210,Ospedale Isola Tiberina – Gemelli Isola,Italy,2,0.038734897
8211,Mahosot Hospital,Laos,1,0.038690476
8212,Canterbury District Health Board (CDHB),New Zealand,3,0.038571967
8213,Universidad Iberoamericana (UNIBE),Dominican Republic,1,0.038461538
8213,Central American Technological University (UNITEC),Honduras,1,0.038461538
8213,McDaniel College,United States of America (USA),1,0.038461538
8213,Consultorio de Oncólogo Médico Dr. Roberto Iván Romero Díaz,Mexico,1,0.038461538
8213,CENEIT Oncológicos,Mexico,1,0.038461538
8213,Consultorio del Dr. Joaquin Gabriel Reinoso Toledo,Mexico,1,0.038461538
8213,Austin Neuromuscular Center,United States of America (USA),1,0.038461538
8213,McNeil Pediatrics Consultancy,United States of America (USA),1,0.038461538
8213,Midwest Radiology,United States of America (USA),1,0.038461538
8213,OceanInk,United States of America (USA),1,0.038461538
8213,Elemental Solutions,United States of America (USA),1,0.038461538
8213,St. Mary's General Hospital,United States of America (USA),1,0.038461538
8213,International Fund for Animal Welfare (IFAW),United States of America (USA),1,0.038461538
8213,Family First Health,United States of America (USA),1,0.038461538
8213,Louisiana State University in Shreveport (LSUS),United States of America (USA),1,0.038461538
8213,Hôpital Neuchâtelois,Switzerland,1,0.038461538
8213,Centro de Investigación y Manejo del Cáncer (CIMCA),Costa Rica,1,0.038461538
8213,Eastern Ontario Regional Laboratories Association (EORLA),Canada,1,0.038461538
8213,"NeuroRx Research, Inc.",Canada,1,0.038461538
8213,Newborn Screening Ontario (NSO),Canada,1,0.038461538
8213,Uncharted Software Inc.,Canada,1,0.038461538
8213,Upper Canada College,Canada,1,0.038461538
8213,Psychology Services Limited,United Kingdom (UK),1,0.038461538
8213,Verum,Ukraine,1,0.038461538
8213,Makiivka City Hospital of Donetsk Region,Ukraine,1,0.038461538
8213,Brust-Zentrum Zürich,Switzerland,1,0.038461538
8213,Istituto Cantonale di Patologia,Switzerland,1,0.038461538
8213,Archaeological Service Kanton Thurgau (AATG),Switzerland,1,0.038461538
8213,Christine Kühne – Center for Allergy Research and Education (CK-CARE),Switzerland,1,0.038461538
8213,Kugelmeiers Ltd.,Switzerland,1,0.038461538
8213,Santa Maria delle Grazie Hospital,Italy,1,0.038461538
8213,Health Effects Institute (HEI),United States of America (USA),1,0.038461538
8213,General Organization for Conservation of Coral Reefs and Turtles in The Red Sea (SHAMS),Saudi Arabia,1,0.038461538
8213,University of Malakand,Pakistan,1,0.038461538
8213,The Institute of Clinical Oncology,Georgia,1,0.038461538
8213,Israeli - Georgian Medical Research Clinic Healthycore LTD,Georgia,1,0.038461538
8213,Comisión Honoraria de Lucha contra el Cáncer,Uruguay,1,0.038461538
8213,Sociedad de Oncología y Hematología del Cesar S.A.S. (SOHEC),Colombia,1,0.038461538
8213,Clinica Viedma S.A.,Argentina,1,0.038461538
8213,Hospital Italiano de Córdoba,Argentina,1,0.038461538
8213,"Kitware, Inc.",United States of America (USA),1,0.038461538
8213,Applied Biomedical Science Institute (ABS Institute),United States of America (USA),1,0.038461538
8213,Olivia Consulting Service,United States of America (USA),1,0.038461538
8213,Mount Mercy University,United States of America (USA),1,0.038461538
8213,Museum of the Rockies (MOR),United States of America (USA),1,0.038461538
8213,Phillip and Patricia Frost Museum of Science,United States of America (USA),1,0.038461538
8213,Middle Distance,United States of America (USA),1,0.038461538
8213,NuaBio Research,United States of America (USA),1,0.038461538
8213,Catholic Health,United States of America (USA),1,0.038461538
8213,Boulder High School,United States of America (USA),1,0.038461538
8213,Fairview High School,United States of America (USA),1,0.038461538
8213,Yanomami Foundation,United States of America (USA),1,0.038461538
8213,Picarro Inc.,United States of America (USA),1,0.038461538
8213,Chronic Obstructive Pulmonary Disease (COPD),United States of America (USA),1,0.038461538
8213,"Attagene, Inc.",United States of America (USA),1,0.038461538
8213,"Buffalo BioLabs, LLC",United States of America (USA),1,0.038461538
8213,"Goldbelt Professional Services, LLC",United States of America (USA),1,0.038461538
8213,New Mexico Heart Institute/Lovelace Medical Group,United States of America (USA),1,0.038461538
8213,Santa Rosa Community Health,United States of America (USA),1,0.038461538
8213,Adams Memorial Hospital,United States of America (USA),1,0.038461538
8213,First State Orthopaedics,United States of America (USA),1,0.038461538
8213,"Analytical Solutions Group, Inc.",United States of America (USA),1,0.038461538
8213,Cytodigm Inc.,United States of America (USA),1,0.038461538
8213,"China Geological Engineering Group Co., Ltd.",China,1,0.038461538
8213,Zhejiang Academy of Forestry,China,1,0.038461538
8213,Hunan Institute of Pharmacy Practice and Clinical Research,China,1,0.038461538
8213,"Jingshuo Technology (Hebei) Co., Ltd.",China,1,0.038461538
8213,Yiyang Medical College,China,1,0.038461538
8213,Nanyang the First People's Hospital,China,1,0.038461538
8213,Chengdu Second People's Hospital (CDSPH),China,1,0.038461538
8213,Kangting Group,China,1,0.038461538
8213,Marine Science Research Institute of Shandong Province,China,1,0.038461538
8213,Nanjing Geriatric Hospital,China,1,0.038461538
8213,Western Institute of Advanced Technology (WIAT),China,1,0.038461538
8213,Tianjin Cancer Hospital Airport Hospital,China,1,0.038461538
8213,Youth Medical Association of Macao,China,1,0.038461538
8213,Golden Feather New Energy,China,1,0.038461538
8213,"Shaanxi Sincere Peak Technology Functional Materials Co., Ltd.",China,1,0.038461538
8213,Changshu Foreign Language School,China,1,0.038461538
8213,Evolving Therapeutics S.L.,Spain,1,0.038461538
8213,THEMA Consulting,Australia,1,0.038461538
8213,Queensland Department of Primary Industries,Australia,1,0.038461538
